schoolnummer,intern_vplnummer,net,naam,hoofdzetel,adres,straat,huisnummer,busnummer,postcode,gemeente,niscode,provinciecode,provincie,VWO-vestigingsplaatscode,crab-code,crab-huisnr,lx,ly,kbo-nummer,telefoon,fax,e-mail,website,beheerder(s),soort instelling,onderwijsniveau,instellingstype,begindatum,einddatum,status erkenning,clb,bestuur,scholengemeenschap,taalstelsel,ingerichte hoofdstructuren
115758,1,Vrij gesubsidieerd onderwijs,Vrije Kleuterschool - Heilige Familie,True,"Rich. Van Britsomstraat 1, 9100 Sint-Niklaas",Rich. Van Britsomstraat,1,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77896,499671,133985,206543,"""KBO  0443.436.884""",03 777 82 82,,directeur.ks@basishfam.be,www.basishfam.be,Pype Marlies,Onderwijsinstelling,BaO,Autonome kleuterschool,01/09/2000,31/12/4444,S,115022,975219,120956,Nederlandstalig,111
115766,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool Groeiweide,True,"Groeiplein 1, 9750 Kruisem",Groeiplein,1,,9750,Kruisem,45068,4,Oost-Vlaanderen,,220888,4519003,95924,178085,"""KBO  0415.824.251""",09 384 95 47,,directie.vbouwegem@sgkruizinga.be,www.vbsgroeiweide.be,Debaene Jo,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115048,122457,121269,Nederlandstalig,111-211
115774,1,Officieel gesubsidieerd onderwijs,Stedelijke Basisschool - De Droomballon,True,"Gyselstraat 35, 9100 Sint-Niklaas",Gyselstraat,35,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77661,2580780,136567,209538,"""KBO  0207.464.192""",03 778 38 90,,ellen.heyns@droomballon.be,www.droomballon.be,De Meyer Ludwig - Heyns Ellen,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114413,961102,124041,Nederlandstalig,111-211
115791,0,,Universiteit Antwerpen,True,"Prinsstraat 13, 2000 Antwerpen",Prinsstraat,13,,2000,Antwerpen,11002,1,Antwerpen,,2373,540031,152931,212581,"""KBO  0257.216.482""",3232654111,,stip@uantwerpen.be,http://www.uantwerpen.be, ,Onderwijsinstelling,HO,Universiteit,01/10/1999,,,,,,,511
115808,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool Broederschool Nieuwstraat,True,"Nieuwstraat 75, 9100 Sint-Niklaas",Nieuwstraat,75,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77839,2865284,133761,205825,"""KBO  0415.245.221""",03 780 92 10,,vnb@broeders.be,www.basisn.broeders.be,VAN NUFFEL Bart,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115022,963934,130856,Nederlandstalig,211-111
115824,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Glorieux 4,True,"Stefaan Modest Glorieuxlaan 40, 9600 Ronse",Stefaan Modest Glorieuxlaan,40,,9600,Ronse,45041,4,Oost-Vlaanderen,,75062,4460494,95733,160493,"""KBO  0416.186.418""",055 61 25 50,,lievendelanghe@koronse.be,www.glorieuxbasis.be,De Langhe Lieven,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115048,969204,121129,Nederlandstalig,211-211-111
115832,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint Antonius 2,True,"Charles de Gaullestraat 10, 9600 Ronse",Charles de Gaullestraat,10,,9600,Ronse,45041,4,Oost-Vlaanderen,,74828,1184841,95730,159490,"""KBO  0416.186.418""",055 61 25 75,,lievenlandries@koronse.be,www.campusantonius.be,Landries L. Poupaert A.,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115048,969204,121129,Nederlandstalig,211-211-111-111
115841,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint- Antonius 3,True,"Charles de Gaullestraat 10, 9600 Ronse",Charles de Gaullestraat,10,,9600,Ronse,45041,4,Oost-Vlaanderen,,74828,1184841,95730,159490,"""KBO  0416.186.418""",055 61 25 75,,lievenlandries@koronse.be,www.campusantonius.be,Landries L. Poupaert A.,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115048,969204,121129,Nederlandstalig,111-211-111
115857,1,Officieel gesubsidieerd onderwijs,Gemeentelijke Basisschool Centrum,True,"Paretteplein 21, 8530 Harelbeke",Paretteplein,21,,8530,Harelbeke,34013,3,West-Vlaanderen,,51751,2836954,75661,172559,"""KBO  0207.492.502""",056 73 34 90,,centrumschool@harelbeke.be,www.centrumschoolharelbeke.be,Provost Valerie,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114744,975649,119438,Nederlandstalig,211-111
115865,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint- Martinus,True,"Dreef 47, 9930 Lievegem",Dreef,47,,9930,Lievegem,44085,4,Oost-Vlaanderen,,205256,4378772,93754,201425,"""KBO  0436.598.384""",09 372 78 26,,martinus47.directie@skynet.be,www.basisschoolzomergem.be,Huys Dirk,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115063,969634,138776,Nederlandstalig,111-211
115873,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School,True,"Theophiel Toyeplein 8, 8550 Zwevegem",Theophiel Toyeplein,8,,8550,Zwevegem,34042,3,West-Vlaanderen,,54586,1824942,77064,167547,"""KBO  0453.903.877""",056 75 53 76,,info@vrijecentrumschool.be,www.vrijecentrumschool.be,OPSOMER Bart,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114744,58347,119561,Nederlandstalig,211-211-211
115881,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool De Bron,True,"Molendreef 16, 9920 Lievegem",Molendreef,16,,9920,Lievegem,44085,4,Oost-Vlaanderen,,205364,4376089,96863,198892,"""KBO  0417.430.788""",09 3556876,,erwinmeire@debron-lovendegem.be,www.debron-lovendegem.be,MEIRE Erwin,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115063,969626,138776,Nederlandstalig,211-111-211
115907,1,Gemeenschapsonderwijs,GO! basisschool De Vierklaver Temse,True,"Azalealaan 101, 9140 Temse",Azalealaan,101,,9140,Temse,46025,4,Oost-Vlaanderen,,78194,2873545,137892,201534,"""KBO  0267.381.290""",03 771 08 84,,directie@vierklaver.be,www.vierklaver.be,De Rechter Mirella,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114413,113969,121384,Nederlandstalig,211-111
115915,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - De Meidoorn,True,"Zuidmoerstraat 125, 9900 Eeklo",Zuidmoerstraat,125,,9900,Eeklo,43005,4,Oost-Vlaanderen,,67180,1235326,93901,208204,"""KBO  0410.415.215""",09 341 82 37,,directie.demeidoorn@coltd.be,www.demeidoorn.be,Vermeire Cathérine Cornelis Geert,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115063,965574,121152,Nederlandstalig,111-211
115923,2,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Wegel B,True,"Burg. Lionel Pussemierstraat 120, 9900 Eeklo",Burg. Lionel Pussemierstraat,120,,9900,Eeklo,43005,4,Oost-Vlaanderen,,66954,1175200,94618,208659,"""KBO  0410.415.215""",09 377 29 65,,info.dewegel@coltd.be,www.dewegel.be,Van Wynsberge Tania,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115063,965574,121152,Nederlandstalig,111-211
115931,1,Vrij gesubsidieerd onderwijs,Vrije Kleuterschool - Joma,True,"Frans Adriaenssensstraat 123, 2170 Antwerpen",Frans Adriaenssensstraat,123,,2170,Antwerpen,11002,1,Antwerpen,,880,1505687,155085,216085,"""KBO  0448.528.295""",,,directie@jomabasis.be,www.jomabasis.be,Willems Annick,Onderwijsinstelling,BaO,Autonome kleuterschool,01/09/2000,31/12/4444,S,114942,60749,121624,Nederlandstalig,111-111
115949,1,Officieel gesubsidieerd onderwijs,Stedelijke Lagere School - Parkschool,True,"Lusthovenlaan 12, 2640 Mortsel",Lusthovenlaan,12,,2640,Mortsel,11029,1,Antwerpen,,5993,2105676,155733,206413,"""KBO  0207.536.646""",03 449 77 41,,parkschool@mortsel.be,www.parkschoolmortsel.be,LAHOUSSE Peter,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114983,960931,120063,Nederlandstalig,211
115972,1,Gemeenschapsonderwijs,GO! basisschool Het Egeltje,True,"Beukenbosstraat 24, 2400 Mol",Beukenbosstraat,24,,2400,Mol,13025,1,Antwerpen,,15981,1595633,201991,210743,"""KBO  0267.377.233""",014 31 99 95,,directie@bsegeltje.be,www.bsegeltje.be,DEWILDE Katrien,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114322,113861,120031,Nederlandstalig,111-211-111-211
115981,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Wezel 2,True,"Keiheuvelstraat 7A, 2400 Mol",Keiheuvelstraat,7A,,2400,Mol,13025,1,Antwerpen,,16165,3582290,209423,209382,"""KBO  0430.285.367""",014 81 03 16,,directie@basisschoolwezel.be,www.basisschoolwezel.be,Deliën Ria,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114975,963421,122085,Nederlandstalig,211-111
116021,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool,True,"Nestor De Tièrestraat 102, 9700 Oudenaarde",Nestor De Tièrestraat,102,,9700,Oudenaarde,45035,4,Oost-Vlaanderen,,74604,2228830,97054,173261,"""KBO  0417.454.148""",055 31 18 65,,lien.ampe@kbonet.be,www.eine.kbo-oudenaarde.be,Ampe Lien,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115048,969394,121046,Nederlandstalig,111-111-211
116038,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Montessorischool De Sterrenkijker,True,"Volkegemberg 58, 9700 Oudenaarde",Volkegemberg,58,,9700,Oudenaarde,45035,4,Oost-Vlaanderen,,74747,1878770,98713,170198,"""KBO  0417.454.148""",055 31 44 74,,info.kbovolkegem@kbonet.be,www.volkegem.kbo-oudenaarde.be,GAUQUIER Evelien,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115048,969394,121046,Nederlandstalig,111-211
116046,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Bevere 2,True,"Kortrijkstraat 3, 9700 Oudenaarde",Kortrijkstraat,3,,9700,Oudenaarde,45035,4,Oost-Vlaanderen,,74536,79086,95470,171462,"""KBO  0417.454.148""",055 31 56 69,,info.kbobevere@kbonet.be,www.bevere.kbo-oudenaarde.be,Neyt Freya,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115048,969394,121046,Nederlandstalig,111-211
116053,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - KBO-Sint-Jozef 2,True,"Vlaanderenstraat 4, 9700 Oudenaarde",Vlaanderenstraat,4,,9700,Oudenaarde,45035,4,Oost-Vlaanderen,,74742,2068397,96784,171574,"""KBO  0417.454.148""",055 30 30 43,,secretariaat.kbostjozef@kbonet.be,www.sint-jozef.kbo-oudenaarde.be,Dhaene Bart,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115048,969394,121046,Nederlandstalig,111-211
116061,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School - Kindercampus Mozaïek,True,"Kiewitstraat 101, 3500 Hasselt",Kiewitstraat,101,,3500,Hasselt,71022,7,Limburg,,114828,1283278,219060,182128,"""KBO  0421.783.714""",011 21 02 20,,mozaiek@kt-scholengroep.be,www.kt-scholengroep.be,SWARTENBROEKX Geertje,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114843,965061,118885,Nederlandstalig,211-211
116079,1,Officieel gesubsidieerd onderwijs,Provinciale Lagere School voor Buitengewoon Onderwijs - Kiempunt campus Eeklo,True,"Gentsesteenweg 82_84, 9900 Eeklo",Gentsesteenweg,82_84,,9900,Eeklo,43005,4,Oost-Vlaanderen,,66985,1981383,95120,207025,"""KBO  0207.725.795""",09 377 32 82,,elien.heynssens@kiempunteeklo.be,www.kiempunteeklo.be,Heynssens Elien,Onderwijsinstelling,BaO,Autonome lagere school voor buitengewoon onderwijs,01/09/2000,31/12/4444,S,115063,960088,121236,Nederlandstalig,221
116186,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School,True,"Terlindenhofstraat 206, 2170 Antwerpen",Terlindenhofstraat,206,,2170,Antwerpen,11002,1,Antwerpen,,2805,717862,155222,215351,"""KBO  0448.528.295""",03 645 97 96,,Ls@virgomaria.be,www.virgomaria.be,Van Camp Alena,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114942,60749,121624,Nederlandstalig,211
116194,0,,Arteveldehogeschool,True,"Hoogpoort 15, 9000 Gent",Hoogpoort,15,,9000,Gent,44021,4,Oost-Vlaanderen,,70412,2746175,104751,194124,"""KBO  0474.120.360""",3292349000,,info@arteveldehs.be,http://www.arteveldehs.be, ,Onderwijsinstelling,HO,Hogeschool,01/09/1999,,,,,,,411
116616,0,Vrij gesubsidieerd onderwijs,"Ligo, Centrum voor Basiseducatie Brusselleer",True,"Emile Jacqmainlaan 135, 1000 Brussel",Emile Jacqmainlaan,135,,1000,Brussel,21004,B,Brussels Hoofdstedelijk Gewest,,19762,3418214,149052,171675,"""KBO  2156.416.403""",02 223 20 45,,info@ligo-brusselleer.be,www.ligo.be/brusselleer,Van Gompel Jan,Onderwijsinstelling,VWO,Centrum voor Basiseducatie,01/04/1975,,,,116335,,,618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618-618
116749,2,Officieel gesubsidieerd onderwijs,Het Spectrum Gent,True,"Martelaarslaan 13, 9000 Gent",Martelaarslaan,13,,9000,Gent,44021,4,Oost-Vlaanderen,,71009,117927,103947,193088,"""KBO  0207.451.227""",09 269 23 00,,spectrum@stad.gent,https://scholen.stad.gent/spectrum,DeBlock Daniël,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114231,975789,111542,Nederlandstalig,311-311-311-311
116756,1,Gemeenschapsonderwijs,GO! atheneum Da Vinci Campus,True,"Gustave Royerslaan 39, 9600 Ronse",Gustave Royerslaan,39,,9600,Ronse,45041,4,Oost-Vlaanderen,,74898,876011,95038,159394,"""KBO  0267.382.874""",055 23 06 60,,info@davincicampus.be,www.davincicampus.be,Van Cauwenberge Vanessa,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114447,114009,112193,Nederlandstalig,311
116764,1,Gemeenschapsonderwijs,GO! Spectrumschool,True,"Ruggeveldlaan 496, 2100 Antwerpen",Ruggeveldlaan,496,,2100,Antwerpen,11002,1,Antwerpen,,2494,2807240,157936,212141,"""KBO  0267.374.857""",03 328 05 00,,info@spectrumschool.be,www.spectrumschool.be,Hannes Christine,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs en deeltijds beroepsonderwijs,01/09/2001,31/12/4444,S,114272,113803,138339,Nederlandstalig,311-311-312
116772,0,,transnationale Universiteit Limburg,True,"Martelarenlaan 42, 3500 Hasselt",Martelarenlaan,42,,3500,Hasselt,71022,7,Limburg,,114904,1430234,218436,180820,"""KBO  0860.773.545""",3211268111,,info@uhasselt.be,http://www.tul.edu, ,Onderwijsinstelling,HO,Universiteit,01/10/2001,,,,,,,511
116781,1,Vrij gesubsidieerd onderwijs,Sint-Vincentius,True,"Zuidmoerstraat 125, 9900 Eeklo",Zuidmoerstraat,125,,9900,Eeklo,43005,4,Oost-Vlaanderen,,67180,1235326,93901,208204,"""KBO  0410.415.215""",09 377 13 26,,info@coltd.be,www.collegetendoorn.be,Dierickx Bruno,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,115063,965574,112417,Nederlandstalig,311
116806,1,Vrij gesubsidieerd onderwijs,College Hagelstein 2,True,"Berlaarbaan 229, 2860 Sint-Katelijne-Waver",Berlaarbaan,229,,2860,Sint-Katelijne-Waver,12035,1,Antwerpen,,11912,2048802,162324,193938,"""KBO  0478.043.516""",015 55 19 79,,info@collegehagelstein.be,www.collegehagelstein.be,Van Caer Francis,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114777,117945,112813,Nederlandstalig,311
116831,1,Gemeenschapsonderwijs,GO! atheneum De Ring Leuven,True,"Tiensevest 62, 3000 Leuven",Tiensevest,62,,3000,Leuven,24062,V,Vlaams-Brabant,,35402,1390301,174374,174319,"""KBO  0267.378.817""",016 27 03 90,,info@deringleuven.be,www.deringleuven.be,Vanaise Catherine,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114363,113902,111427,Nederlandstalig,311
116855,1,Vrij gesubsidieerd onderwijs,KOGEKA 2,True,"Technische-Schoolstraat 52, 2440 Geel",Technische-Schoolstraat,52,,2440,Geel,13008,1,Antwerpen,,13805,521972,192986,206509,"""KBO  0450.553.914""",014 57 85 50,,sjg@kogeka.be,www.kogeka.be/sintjozef/,Heylen Bob,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114975,61523,111534,Nederlandstalig,311-311
116871,1,Vrij gesubsidieerd onderwijs,KOGEKA 4,True,"Technische-Schoolstraat 52, 2440 Geel",Technische-Schoolstraat,52,,2440,Geel,13008,1,Antwerpen,,13805,521972,192986,206509,"""KBO  0450.553.914""",014 57 85 50,,sjg@kogeka.be,www.kogeka.be/sintjozef/,Peeters Gilberte,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs en deeltijds beroepsonderwijs,01/09/2001,31/12/4444,S,114975,61523,111534,Nederlandstalig,311-311-311-312
116913,1,Vrij gesubsidieerd onderwijs,Onze-Lieve-Vrouwe-instituut,True,"Boeschepestraat 20, 8970 Poperinge",Boeschepestraat,20,,8970,Poperinge,33021,3,West-Vlaanderen,,49883,727201,34145,172584,"""KBO  0468.713.403""",057 33 46 45,,info@olvi.be,www.olvi.be,Delvoye Lieven,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,137836,114165,111419,Nederlandstalig,311-311-311-311-311
116921,2,Vrij gesubsidieerd onderwijs,Sint-Janscollege 1,True,"Burgemeester Bertenplein 32, 8970 Poperinge",Burgemeester Bertenplein,32,,8970,Poperinge,33021,3,West-Vlaanderen,,49895,1213274,34314,172699,"""KBO  0468.713.403""",057 33 31 39,,sjc1@bertinuscollectief.be,www.sint-janscollege.be,Delbaere An,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,137836,114165,111419,Nederlandstalig,311-311-311-311
116947,1,Vrij gesubsidieerd onderwijs,Óscar Romerocollege 1,True,"Kerkstraat 60, 9200 Dendermonde",Kerkstraat,60,,9200,Dendermonde,42006,4,Oost-Vlaanderen,,65192,2414107,130867,191326,"""KBO  0415.819.204""",052 69 01 40,,algemene.directie@romerocollege.be,www.romerocollege.be,Van Driessche Kristel,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,115022,968842,113332,Nederlandstalig,311-311-311-311-311-311-311-311-311
116971,1,Vrij gesubsidieerd onderwijs,STM,True,"Zandstraat 101, 2300 Turnhout",Zandstraat,101,,2300,Turnhout,13040,1,Antwerpen,,17781,1334593,189424,223498,"""KBO  0447.929.667""",014 41 69 51,,info@ht2o.be,www.ht2o.be,Biesemans Frank,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114975,56291,113068,Nederlandstalig,311-311
116988,1,Vrij gesubsidieerd onderwijs,STM,True,"Zandstraat 101, 2300 Turnhout",Zandstraat,101,,2300,Turnhout,13040,1,Antwerpen,,17781,1334593,189424,223498,"""KBO  0447.929.667""",014 41 69 51,,info@pt2o.be,www.pt2o.be,Wens Leo,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114975,56291,113068,Nederlandstalig,311-311
117036,1,Vrij gesubsidieerd onderwijs,Onze-Lieve-Vrouwinstituut Middenschool 1,True,"Brandstraat 44, 2850 Boom",Brandstraat,44,,2850,Boom,11005,1,Antwerpen,,3550,1093274,150005,197545,"""KBO  0463.735.323""",03 880 26 70,,info.eerstegraad@olviboom.be,www.olviboom.be,Smits Jan,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114777,111096,112284,Nederlandstalig,311
117044,1,Vrij gesubsidieerd onderwijs,Onze-Lieve-Vrouwinstituut Middenschool 2,True,"Brandstraat 44, 2850 Boom",Brandstraat,44,,2850,Boom,11005,1,Antwerpen,,3550,1093274,150005,197545,"""KBO  0463.735.323""",03 880 26 70,,info.eerstegraad@olviboom.be,www.olviboom.be,Verbeeck Els,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114777,111096,112284,Nederlandstalig,311
117051,1,Vrij gesubsidieerd onderwijs,Onze-Lieve-Vrouwinstituut Bovenbouw ASO,True,"O.L. Vrouwstraat 9, 2850 Boom",O.L. Vrouwstraat,9,,2850,Boom,11005,1,Antwerpen,,3624,4138931,149880,197227,"""KBO  0463.735.323""",03 880 27 30,,carla.triest@olviboom.be,www.olviboom.be,Triest Carla,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114777,111096,112284,Nederlandstalig,311-311
117069,1,Vrij gesubsidieerd onderwijs,Onze-Lieve-Vrouwinstituut Bovenbouw TSO-BSO,True,"Bassinstraat 15, 2850 Boom",Bassinstraat,15,,2850,Boom,11005,1,Antwerpen,,3540,2753041,149910,197193,"""KBO  0463.735.323""",03 880 27 35,,info.derdegraad@olviboom.be,www.olviboom.be,Paesschierssens Sigrid,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114777,111096,112284,Nederlandstalig,311-311
117093,1,Vrij gesubsidieerd onderwijs,Sint-Willebrord-H.Familie 1e graad,True,"Jan Moorkensstraat 95, 2600 Antwerpen",Jan Moorkensstraat,95,,2600,Antwerpen,11002,1,Antwerpen,,1307,1515757,154479,208641,"""KBO  0447.911.059""",03 239 17 88,,info@wilfam.be,www.wilfam.be,Claus Jan,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,114942,56143,113019,Nederlandstalig,311-311
117101,1,Vrij gesubsidieerd onderwijs,Middenschool Sint-Rembert 3,True,"Bruggestraat 23, 8820 Torhout",Bruggestraat,23,,8820,Torhout,31033,3,West-Vlaanderen,,47128,1227604,61370,196172,"""KBO  0409.951.593""",050 23 15 13,,middenschool@sint-rembert.be,www.sint-rembert.be,Pascal Gryson Koen Soenens_-,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2001,31/12/4444,S,115121,966391,113258,Nederlandstalig,311
117151,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool,True,"Annunciadenstraat 13, 3600 Genk",Annunciadenstraat,13,,3600,Genk,71016,7,Limburg,,113483,44121,231049,185531,"""KBO  0435.424.981""",089 30 74 01,,info@debret.be,www.debret.be,PETERS Peter,Onderwijsinstelling,BaO,Basisschool,01/09/2001,31/12/4444,S,114835,963785,122291,Nederlandstalig,211-211-111-111
117366,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - De Dobbelsteen,True,"Emile Verhaerenlaan 19, 2050 Antwerpen",Emile Verhaerenlaan,19,,2050,Antwerpen,11002,1,Antwerpen,,801,1846466,150942,212589,"""KBO  0406.726.146""",03 288 84 52,,de.dobbelsteen@cksa.be,www.dedobbelsteen.be,DE WILDE Carine,Onderwijsinstelling,BaO,Basisschool,01/09/2001,31/12/4444,S,114942,962936,138891,Nederlandstalig,211-211-111
117374,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - (W)onderwijs 2,True,"Nonnenstraat 16, 2200 Herentals",Nonnenstraat,16,,2200,Herentals,13011,1,Antwerpen,,14339,407139,182903,207574,"""KBO  0456.309.477""",014 28 68 90,,wonderwijs@kosh.be,www.basisschoolwonderwijs.be,GIELEN Kris,Onderwijsinstelling,BaO,Basisschool,01/09/2001,31/12/4444,S,114975,117416,122101,Nederlandstalig,211-111-211
117382,3,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint Barbaracollege,True,"Heilig Hartplein 3, 9620 Zottegem",Heilig Hartplein,3,,9620,Zottegem,41081,4,Oost-Vlaanderen,,64035,2316761,111257,173072,"""KBO  0419.665.550""",09 360 05 96,476975672,marc@degroote.me,www.kbz.be,De Groote Marc,Onderwijsinstelling,BaO,Basisschool,01/09/2001,31/12/4444,S,115048,969238,120584,Nederlandstalig,111-211-211-111
